STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,siec,Standard international energy product classification (SIEC),plant_tec,Technical characteristics of plants,operator,Operator/Trader,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,AL,Albania,2014,,98.000,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,AL,Albania,2015,,98.000,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,AL,Albania,2016,,98.000,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,AL,Albania,2017,,98.000,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,AL,Albania,2018,,98.000,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,AL,Albania,2019,,98.000,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,AL,Albania,2020,,98.000,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,AL,Albania,2021,,98.000,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,AL,Albania,2022,,98.000,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,AL,Albania,2023,,98.000,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,AT,Austria,2014,,6136.000,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,AT,Austria,2015,,5964.000,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,AT,Austria,2016,,5561.000,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,AT,Austria,2017,,5271.568,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,AT,Austria,2018,,5244.463,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,AT,Austria,2019,,4593.224,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,AT,Austria,2020,,4608.505,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,AT,Austria,2021,,4991.332,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,AT,Austria,2022,,4360.461,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,AT,Austria,2023,,4506.622,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,BA,Bosnia and Herzegovina,2014,,1765.000,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,BA,Bosnia and Herzegovina,2015,,1765.000,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,BA,Bosnia and Herzegovina,2016,,2065.000,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,BA,Bosnia and Herzegovina,2017,,2065.000,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,BA,Bosnia and Herzegovina,2018,,2065.250,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,BA,Bosnia and Herzegovina,2019,,2066.220,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,BA,Bosnia and Herzegovina,2020,,2066.120,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,BA,Bosnia and Herzegovina,2021,,2067.740,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,BA,Bosnia and Herzegovina,2022,,2067.740,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,BA,Bosnia and Herzegovina,2023,,2067.740,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,BE,Belgium,2014,,7202.000,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,BE,Belgium,2015,,7199.000,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,BE,Belgium,2016,,7167.900,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,BE,Belgium,2017,,7019.300,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,BE,Belgium,2018,,6667.400,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,BE,Belgium,2019,,6462.600,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,BE,Belgium,2020,,6403.800,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,BE,Belgium,2021,,6282.000,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,BE,Belgium,2022,,6278.100,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,BE,Belgium,2023,,6201.700,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,BG,Bulgaria,2014,,4410.000,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,BG,Bulgaria,2015,,3854.000,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,BG,Bulgaria,2016,,3635.000,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,BG,Bulgaria,2017,,3550.967,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,BG,Bulgaria,2018,,3985.986,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,BG,Bulgaria,2019,,3936.461,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,BG,Bulgaria,2020,,3650.998,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,BG,Bulgaria,2021,,3682.936,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,BG,Bulgaria,2022,,5111.821,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,BG,Bulgaria,2023,,5177.911,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,CY,Cyprus,2014,,1481.000,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,CY,Cyprus,2015,,1481.000,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,CY,Cyprus,2016,,1481.000,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,CY,Cyprus,2017,,1480.190,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,CY,Cyprus,2018,,1480.510,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,CY,Cyprus,2019,,1480.510,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,CY,Cyprus,2020,,1480.510,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,CY,Cyprus,2021,,1480.436,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,CY,Cyprus,2022,,1480.436,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,CY,Cyprus,2023,,1484.936,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,CZ,Czechia,2014,,11342.000,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,CZ,Czechia,2015,,11275.000,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,CZ,Czechia,2016,,11385.000,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,CZ,Czechia,2017,,11582.300,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,CZ,Czechia,2018,,11605.078,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,CZ,Czechia,2019,,11290.027,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,CZ,Czechia,2020,,10747.947,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,CZ,Czechia,2021,,10269.351,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,CZ,Czechia,2022,,10193.619,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,CZ,Czechia,2023,,10268.072,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,DE,Germany,2014,,87747.000,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,DE,Germany,2015,,86552.000,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,DE,Germany,2016,,85409.000,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,DE,Germany,2017,,83824.000,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,DE,Germany,2018,,91301.000,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,DE,Germany,2019,,89570.000,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,DE,Germany,2020,,87357.000,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,DE,Germany,2021,,88178.000,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,DE,Germany,2022,,89170.000,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,DE,Germany,2023,,88957.000,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,DK,Denmark,2014,,7506.000,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,DK,Denmark,2015,,7520.704,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,DK,Denmark,2016,,7501.226,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,DK,Denmark,2017,,7285.763,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,DK,Denmark,2018,,7222.540,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,DK,Denmark,2019,,7201.832,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,DK,Denmark,2020,,7006.140,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,DK,Denmark,2021,,6909.061,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,DK,Denmark,2022,,6873.217,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,DK,Denmark,2023,,6847.652,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,EA20,Euro area – 20 countries (from 2023),2014,,298774.579,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,EA20,Euro area – 20 countries (from 2023),2015,,290366.614,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,EA20,Euro area – 20 countries (from 2023),2016,,281744.248,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,EA20,Euro area – 20 countries (from 2023),2017,,272196.263,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,EA20,Euro area – 20 countries (from 2023),2018,,277347.033,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,EA20,Euro area – 20 countries (from 2023),2019,,273003.530,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,EA20,Euro area – 20 countries (from 2023),2020,,264268.121,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,EA20,Euro area – 20 countries (from 2023),2021,,255792.646,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,EA20,Euro area – 20 countries (from 2023),2022,,255977.676,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,EA20,Euro area – 20 countries (from 2023),2023,,256523.743,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,EE,Estonia,2014,,2733.000,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,EE,Estonia,2015,,2526.000,,,,,
dataflow,ESTAT:NRG_INF_EPC(1.0),Electricity production capacities by main fuel groups and operator,A,Annual,CF,Combustible fuels,CAP_NET_ELC,Net maximum electrical capacity,PRR_MAIN,Main activity producers,MW,Megawatt,EE,Estonia,2016,,2226.000,,,,,
