DATAFLOW,LAST UPDATE,freq,nrg_bal,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,AT,2012,33.077,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,AT,2013,33.222,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,AT,2014,33.375,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,AT,2015,33.231,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,AT,2016,33.48,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,AT,2017,33.67,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,AT,2018,34.178,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,AT,2019,33.929,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,AT,2020,34.995,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,AT,2021,33.432,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,AT,2022,31.293,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,AT,2023,39.387,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,BA,2014,28.626,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,BA,2015,32.768,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,BA,2016,32.329,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,BA,2017,28.739,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,BA,2018,52.685,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,BA,2019,55.873,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,BA,2020,56.623,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,BA,2021,53.308,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,BE,2004,2.927,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,BE,2005,3.418,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,BE,2006,3.812,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,BE,2007,4.713,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,BE,2008,5.121,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,BE,2009,6.087,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,BE,2010,6.71,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,BE,2011,6.718,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,BE,2012,7.108,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,BE,2013,7.639,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,BE,2014,7.751,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,BE,2015,7.942,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,BE,2016,8.247,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,BE,2017,8.2,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,BE,2018,8.29,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,BE,2019,8.319,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,BE,2020,8.447,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,BE,2021,9.279,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,BE,2022,10.556,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,BE,2023,11.304,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,BG,2004,14.056,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,BG,2005,14.257,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,BG,2006,14.79,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,BG,2007,13.862,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,BG,2008,17.262,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,BG,2009,21.639,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,BG,2010,24.334,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,BG,2011,24.768,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,BG,2012,27.241,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,BG,2013,29.234,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,BG,2014,28.518,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,BG,2015,28.903,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,BG,2016,29.99,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,BG,2017,29.854,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,BG,2018,33.25,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,BG,2019,35.423,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,BG,2020,37.178,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,BG,2021,30.015,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,BG,2022,31.646,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,BG,2023,34.876,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,CY,2004,9.264,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,CY,2005,9.97,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,CY,2006,10.434,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,CY,2007,13.064,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,CY,2008,14.469,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,CY,2009,17.313,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,CY,2010,18.813,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,CY,2011,19.977,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,CY,2012,21.764,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,CY,2013,22.537,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,CY,2014,22.186,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,CY,2015,24.066,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,CY,2016,24.69,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,CY,2017,26.42,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,CY,2018,37.164,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,CY,2019,35.051,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,CY,2020,37.117,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,CY,2021,42.595,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,CY,2022,41.560,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,CY,2023,42.750,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,CZ,2004,9.918,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,CZ,2005,10.835,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,CZ,2006,11.234,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,CZ,2007,12.37,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,CZ,2008,12.918,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,CZ,2009,14.26,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,CZ,2010,14.096,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,CZ,2011,15.388,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,CZ,2012,16.249,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,CZ,2013,17.706,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,CZ,2014,19.528,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,CZ,2015,19.787,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,CZ,2016,19.879,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,CZ,2017,19.728,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,CZ,2018,20.642,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,CZ,2019,22.632,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,CZ,2020,23.535,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,CZ,2021,24.349,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,CZ,2022,25.821,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,CZ,2023,27.769,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,DE,2004,7.198,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,DE,2005,7.711,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,DE,2006,8.41,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,DE,2007,10.249,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,DE,2008,10.33,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,DE,2009,11.155,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,DE,2010,12.055,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,DE,2011,12.607,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,DE,2012,13.423,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,DE,2013,13.408,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,DE,2014,13.409,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,DE,2015,13.432,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,DE,2016,13.032,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,DE,2017,13.369,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,DE,2018,14.22,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,DE,2019,14.504,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,DE,2020,14.481,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,DE,2021,15.529,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,DE,2022,17.376,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,DE,2023,17.101,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,DK,2004,20.501,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,DK,2005,22.612,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,DK,2006,23.661,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,DK,2007,26.707,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,DK,2008,27.964,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,DK,2009,29.403,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,DK,2010,30.369,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,DK,2011,31.889,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,DK,2012,33.201,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,DK,2013,34.679,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,DK,2014,38.014,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,DK,2015,39.536,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,DK,2016,41.078,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,DK,2017,44.063,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,DK,2018,44.968,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,DK,2019,47.302,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,DK,2020,51.073,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,DK,2021,51.292,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,DK,2022,52.323,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,DK,2023,54.898,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EA20,2021,20.668,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EA20,2022,22.588,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EA20,2023,24.064,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EE,2004,33.361,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EE,2005,32.369,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EE,2006,30.838,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EE,2007,33.037,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EE,2008,35.997,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EE,2009,42.028,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EE,2010,43.162,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EE,2011,44.55,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EE,2012,43.218,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EE,2013,43.112,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EE,2014,44.934,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EE,2015,50.031,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EE,2016,51.765,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EE,2017,52.217,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EE,2018,53.671,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EE,2019,52.193,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EE,2020,58.834,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EE,2021,61.347,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EE,2022,65.442,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EE,2023,66.668,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EL,2004,13.465,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EL,2005,13.384,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EL,2006,13.095,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EL,2007,14.675,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EL,2008,14.718,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EL,2009,17.247,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EL,2010,18.658,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EL,2011,20.111,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EL,2012,24.122,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EL,2013,27.418,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EL,2014,27.87,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EL,2015,26.557,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EL,2016,25.422,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EL,2017,28.246,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EL,2018,30.123,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EL,2019,30.048,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EL,2020,31.941,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EL,2021,31.081,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EL,2022,30.622,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EL,2023,35.547,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,ES,2004,9.55,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,ES,2005,9.409,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,ES,2006,11.376,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,ES,2007,11.246,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,ES,2008,11.618,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,ES,2009,13.218,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,ES,2010,12.498,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,ES,2011,13.469,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,ES,2012,13.969,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,ES,2013,13.967,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,ES,2014,15.557,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,ES,2015,16.85,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,ES,2016,15.898,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,ES,2017,16.205,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,ES,2018,16.135,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,ES,2019,17.203,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,ES,2020,17.966,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,ES,2021,16.957,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,ES,2022,19.47,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,ES,2023,21.449,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EU27_2020,2004,11.735,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EU27_2020,2005,12.437,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EU27_2020,2006,13.21,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EU27_2020,2007,14.819,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EU27_2020,2008,15.325,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EU27_2020,2009,16.786,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EU27_2020,2010,16.995,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EU27_2020,2011,17.415,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EU27_2020,2012,18.582,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EU27_2020,2013,19.044,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EU27_2020,2014,19.929,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EU27_2020,2015,20.307,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EU27_2020,2016,20.4,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EU27_2020,2017,20.819,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EU27_2020,2018,21.604,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EU27_2020,2019,22.432,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EU27_2020,2020,22.983,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EU27_2020,2021,23.030,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EU27_2020,2022,24.917,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,EU27_2020,2023,26.237,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,FI,2004,39.504,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,FI,2005,39.116,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,FI,2006,41.409,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,FI,2007,41.434,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,FI,2008,43.078,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,FI,2009,42.888,,
ESTAT:NRG_IND_REN(1.0),07/03/25 23:00:00,A,REN_HEAT_CL,PC,FI,2010,43.973,,
